DATAFLOW,REF_AREA:Geographic area,INDICATOR:Indicator,SEX:Sex,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,UNIT_MULTIPLIER:Unit multiplier,UNIT_MEASURE:Unit of measure,OBS_STATUS:Observation Status,OBS_CONF:Observation confidentaility,LOWER_BOUND:Lower Bound,UPPER_BOUND:Upper Bound,WGTD_SAMPL_SIZE:Weighted Sample Size,OBS_FOOTNOTE:Observation footnote,SERIES_FOOTNOTE:Series footnote,DATA_SOURCE:Data Source,SOURCE_LINK:Citation of or link to the data source,CUSTODIAN:Custodian,TIME_PERIOD_METHOD:Time period activity related to when the data are collected,REF_PERIOD:Reference Period,COVERAGE_TIME:The period of time for which data are provided,AGE:Current age
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CIV: Côte d'Ivoire,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,_T: Total,2016,32.53397,,PCNT: %,,,,,,,,MICS 2016,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CIV: Côte d'Ivoire,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,F: Female,2016,66.147743,,PCNT: %,,,,,,,,MICS 2016,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CIV: Côte d'Ivoire,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,M: Male,2016,45.904381,,PCNT: %,,,,,,,,MICS 2016,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CIV: Côte d'Ivoire,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,_T: Total,2016,56.28688,,PCNT: %,,,,,,,,MICS 2016,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PRK: Democratic People's Republic of Korea,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,F: Female,2017,94.400002,,PCNT: %,,,,,,,,MICS 2017,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PRK: Democratic People's Republic of Korea,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,M: Male,2017,97.800003,,PCNT: %,,,,,,,,MICS 2017,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PRK: Democratic People's Republic of Korea,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,_T: Total,2017,96.099998,,PCNT: %,,,,,,,,MICS 2017,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PRK: Democratic People's Republic of Korea,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,F: Female,2017,94.900002,,PCNT: %,,,,,,,,MICS 2017,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PRK: Democratic People's Republic of Korea,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,M: Male,2017,94.699997,,PCNT: %,,,,,,,,MICS 2017,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PRK: Democratic People's Republic of Korea,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,_T: Total,2017,94.800003,,PCNT: %,,,,,,,,MICS 2017,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PRK: Democratic People's Republic of Korea,ED_CR_L2: Completion rate for adolescents of lower secondary school age,F: Female,2017,99.900002,,PCNT: %,,,,,,,,MICS 2017,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PRK: Democratic People's Republic of Korea,ED_CR_L2: Completion rate for adolescents of lower secondary school age,M: Male,2017,99.800003,,PCNT: %,,,,,,,,MICS 2017,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PRK: Democratic People's Republic of Korea,ED_CR_L2: Completion rate for adolescents of lower secondary school age,_T: Total,2017,99.800003,,PCNT: %,,,,,,,,MICS 2017,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PRK: Democratic People's Republic of Korea,ED_CR_L3: Completion rate for youth of upper secondary education school age,F: Female,2017,100,,PCNT: %,,,,,,,,MICS 2017,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PRK: Democratic People's Republic of Korea,ED_CR_L3: Completion rate for youth of upper secondary education school age,M: Male,2017,99.699997,,PCNT: %,,,,,,,,MICS 2017,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PRK: Democratic People's Republic of Korea,ED_CR_L3: Completion rate for youth of upper secondary education school age,_T: Total,2017,99.900002,,PCNT: %,,,,,,,,MICS 2017,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PRK: Democratic People's Republic of Korea,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,F: Female,2017,0.30000001,,PCNT: %,,,,,,,,MICS 2017,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PRK: Democratic People's Republic of Korea,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,M: Male,2017,0,,PCNT: %,,,,,,,,MICS 2017,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PRK: Democratic People's Republic of Korea,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,_T: Total,2017,0.2,,PCNT: %,,,,,,,,MICS 2017,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PRK: Democratic People's Republic of Korea,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,F: Female,2017,0.5,,PCNT: %,,,,,,,,MICS 2017,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PRK: Democratic People's Republic of Korea,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,M: Male,2017,0.69999999,,PCNT: %,,,,,,,,MICS 2017,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PRK: Democratic People's Republic of Korea,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,_T: Total,2017,0.60000002,,PCNT: %,,,,,,,,MICS 2017,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,COD: Democratic Republic of the Congo,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,F: Female,2018,31.482031,,PCNT: %,,,,,,,,MICS 2017-18,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,COD: Democratic Republic of the Congo,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,M: Male,2018,32.45105,,PCNT: %,,,,,,,,MICS 2017-18,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,COD: Democratic Republic of the Congo,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,_T: Total,2018,31.965599,,PCNT: %,,,,,,,,MICS 2017-18,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,COD: Democratic Republic of the Congo,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,F: Female,2018,32.855042,,PCNT: %,,,,,,,,MICS 2017-18,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,COD: Democratic Republic of the Congo,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,M: Male,2018,35.86422,,PCNT: %,,,,,,,,MICS 2017-18,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,COD: Democratic Republic of the Congo,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,_T: Total,2018,34.294739,,PCNT: %,,,,,,,,MICS 2017-18,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,COD: Democratic Republic of the Congo,ED_CR_L2: Completion rate for adolescents of lower secondary school age,F: Female,2018,51.716011,,PCNT: %,,,,,,,,MICS 2017-18,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,COD: Democratic Republic of the Congo,ED_CR_L2: Completion rate for adolescents of lower secondary school age,M: Male,2018,57.553799,,PCNT: %,,,,,,,,MICS 2017-18,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,COD: Democratic Republic of the Congo,ED_CR_L2: Completion rate for adolescents of lower secondary school age,_T: Total,2018,54.386219,,PCNT: %,,,,,,,,MICS 2017-18,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,COD: Democratic Republic of the Congo,ED_CR_L3: Completion rate for youth of upper secondary education school age,F: Female,2018,26.74103,,PCNT: %,,,,,,,,MICS 2017-18,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,COD: Democratic Republic of the Congo,ED_CR_L3: Completion rate for youth of upper secondary education school age,M: Male,2018,36.384041,,PCNT: %,,,,,,,,MICS 2017-18,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,COD: Democratic Republic of the Congo,ED_CR_L3: Completion rate for youth of upper secondary education school age,_T: Total,2018,31.136499,,PCNT: %,,,,,,,,MICS 2017-18,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,COD: Democratic Republic of the Congo,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,F: Female,2018,17.706129,,PCNT: %,,,,,,,,MICS 2017-18,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,COD: Democratic Republic of the Congo,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,M: Male,2018,15.76399,,PCNT: %,,,,,,,,MICS 2017-18,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,COD: Democratic Republic of the Congo,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,_T: Total,2018,16.73694,,PCNT: %,,,,,,,,MICS 2017-18,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,COD: Democratic Republic of the Congo,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,F: Female,2018,33.280991,,PCNT: %,,,,,,,,MICS 2017-18,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,COD: Democratic Republic of the Congo,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,M: Male,2018,23.85088,,PCNT: %,,,,,,,,MICS 2017-18,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,COD: Democratic Republic of the Congo,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,_T: Total,2018,28.769291,,PCNT: %,,,,,,,,MICS 2017-18,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,DOM: Dominican Republic,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,F: Female,2019,85.765442,,PCNT: %,,,,,,,,MICS 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,DOM: Dominican Republic,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,M: Male,2019,73.707832,,PCNT: %,,,,,,,,MICS 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,DOM: Dominican Republic,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,_T: Total,2019,79.689911,,PCNT: %,,,,,,,,MICS 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,DOM: Dominican Republic,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,F: Female,2019,73.570961,,PCNT: %,,,,,,,,MICS 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,DOM: Dominican Republic,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,M: Male,2019,58.523479,,PCNT: %,,,,,,,,MICS 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,DOM: Dominican Republic,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,_T: Total,2019,65.791359,,PCNT: %,,,,,,,,MICS 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,DOM: Dominican Republic,ED_CR_L2: Completion rate for adolescents of lower secondary school age,F: Female,2019,83.459267,,PCNT: %,,,,,,,,MICS 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,DOM: Dominican Republic,ED_CR_L2: Completion rate for adolescents of lower secondary school age,M: Male,2019,70.344963,,PCNT: %,,,,,,,,MICS 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,DOM: Dominican Republic,ED_CR_L2: Completion rate for adolescents of lower secondary school age,_T: Total,2019,76.727829,,PCNT: %,,,,,,,,MICS 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,DOM: Dominican Republic,ED_CR_L3: Completion rate for youth of upper secondary education school age,F: Female,2019,71.418953,,PCNT: %,,,,,,,,MICS 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,DOM: Dominican Republic,ED_CR_L3: Completion rate for youth of upper secondary education school age,M: Male,2019,50.961128,,PCNT: %,,,,,,,,MICS 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,DOM: Dominican Republic,ED_CR_L3: Completion rate for youth of upper secondary education school age,_T: Total,2019,60.69688,,PCNT: %,,,,,,,,MICS 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,DOM: Dominican Republic,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,F: Female,2019,2.3194821,,PCNT: %,,,,,,,,MICS 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,DOM: Dominican Republic,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,M: Male,2019,4.3871341,,PCNT: %,,,,,,,,MICS 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,DOM: Dominican Republic,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,_T: Total,2019,3.3613219,,PCNT: %,,,,,,,,MICS 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,DOM: Dominican Republic,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,F: Female,2019,15.72889,,PCNT: %,,,,,,,,MICS 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,DOM: Dominican Republic,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,M: Male,2019,17.113581,,PCNT: %,,,,,,,,MICS 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,DOM: Dominican Republic,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,_T: Total,2019,16.44478,,PCNT: %,,,,,,,,MICS 2019,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_EAP: East Asia and Pacific,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,F: Female,2022,78.482871,,PCNT: %,,,,,,,,UNICEF Global Database,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_EAP: East Asia and Pacific,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,M: Male,2022,75.922481,,PCNT: %,,,,,,,,UNICEF Global Database,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_EAP: East Asia and Pacific,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,_T: Total,2022,77.154703,,PCNT: %,,,,,,,,UNICEF Global Database,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_EAP: East Asia and Pacific,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,F: Female,2022,63.626084,,PCNT: %,,,,,,,,UNICEF Global Database,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_EAP: East Asia and Pacific,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,M: Male,2022,57.287528,,PCNT: %,,,,,,,,UNICEF Global Database,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_EAP: East Asia and Pacific,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,_T: Total,2022,60.243742,,PCNT: %,,,,,,,,UNICEF Global Database,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_EAP: East Asia and Pacific,ED_CR_L2: Completion rate for adolescents of lower secondary school age,F: Female,2022,88.697707,,PCNT: %,,,,,,,,UNICEF Global Database,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_EAP: East Asia and Pacific,ED_CR_L2: Completion rate for adolescents of lower secondary school age,M: Male,2022,86.253226,,PCNT: %,,,,,,,,UNICEF Global Database,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_EAP: East Asia and Pacific,ED_CR_L2: Completion rate for adolescents of lower secondary school age,_T: Total,2022,87.450164,,PCNT: %,,,,,,,,UNICEF Global Database,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_EAP: East Asia and Pacific,ED_CR_L3: Completion rate for youth of upper secondary education school age,F: Female,2022,65.576294,,PCNT: %,,,,,,,,UNICEF Global Database,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_EAP: East Asia and Pacific,ED_CR_L3: Completion rate for youth of upper secondary education school age,M: Male,2022,61.60627,,PCNT: %,,,,,,,,UNICEF Global Database,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_EAP: East Asia and Pacific,ED_CR_L3: Completion rate for youth of upper secondary education school age,_T: Total,2022,63.470597,,PCNT: %,,,,,,,,UNICEF Global Database,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_EAP: East Asia and Pacific,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,F: Female,2022,4.5157198,,PCNT: %,,,,,,,,UNICEF Global Database,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_EAP: East Asia and Pacific,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,M: Male,2022,5.1249806,,PCNT: %,,,,,,,,UNICEF Global Database,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_EAP: East Asia and Pacific,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,_T: Total,2022,4.8330263,,PCNT: %,,,,,,,,UNICEF Global Database,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_EAP: East Asia and Pacific,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,F: Female,2022,15.348007,,PCNT: %,,,,,,,,UNICEF Global Database,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_EAP: East Asia and Pacific,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,M: Male,2022,18.761168,,PCNT: %,,,,,,,,UNICEF Global Database,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_EAP: East Asia and Pacific,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,_T: Total,2022,17.178484,,PCNT: %,,,,,,,,UNICEF Global Database,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_EECA: Eastern Europe and Central Asia,ED_CR_L2: Completion rate for adolescents of lower secondary school age,F: Female,2022,95.549412,,PCNT: %,,,,,,,,UNICEF Global Database,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_EECA: Eastern Europe and Central Asia,ED_CR_L2: Completion rate for adolescents of lower secondary school age,M: Male,2022,97.473887,,PCNT: %,,,,,,,,UNICEF Global Database,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_EECA: Eastern Europe and Central Asia,ED_CR_L2: Completion rate for adolescents of lower secondary school age,_T: Total,2022,96.522509,,PCNT: %,,,,,,,,UNICEF Global Database,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_EECA: Eastern Europe and Central Asia,ED_CR_L3: Completion rate for youth of upper secondary education school age,F: Female,2022,60.427822,,PCNT: %,,,,,,,,UNICEF Global Database,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_EECA: Eastern Europe and Central Asia,ED_CR_L3: Completion rate for youth of upper secondary education school age,M: Male,2022,65.875721,,PCNT: %,,,,,,,,UNICEF Global Database,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_EECA: Eastern Europe and Central Asia,ED_CR_L3: Completion rate for youth of upper secondary education school age,_T: Total,2022,63.158592,,PCNT: %,,,,,,,,UNICEF Global Database,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_EECA: Eastern Europe and Central Asia,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,F: Female,2022,2.6564798,,PCNT: %,,,,,,,,UNICEF Global Database,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_EECA: Eastern Europe and Central Asia,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,M: Male,2022,1.7037491,,PCNT: %,,,,,,,,UNICEF Global Database,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_EECA: Eastern Europe and Central Asia,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,_T: Total,2022,2.1769477,,PCNT: %,,,,,,,,UNICEF Global Database,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_ESA: Eastern and Southern Africa,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,F: Female,2022,33.366166,,PCNT: %,,,,,,,,UNICEF Global Database,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_ESA: Eastern and Southern Africa,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,M: Male,2022,29.016178,,PCNT: %,,,,,,,,UNICEF Global Database,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_ESA: Eastern and Southern Africa,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,_T: Total,2022,31.158956,,PCNT: %,,,,,,,,UNICEF Global Database,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_ESA: Eastern and Southern Africa,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,F: Female,2022,24.163586,,PCNT: %,,,,,,,,UNICEF Global Database,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_ESA: Eastern and Southern Africa,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,M: Male,2022,22.956933,,PCNT: %,,,,,,,,UNICEF Global Database,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_ESA: Eastern and Southern Africa,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,_T: Total,2022,23.553589,,PCNT: %,,,,,,,,UNICEF Global Database,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_ESA: Eastern and Southern Africa,ED_CR_L2: Completion rate for adolescents of lower secondary school age,F: Female,2022,33.227959,,PCNT: %,,,,,,,,UNICEF Global Database,,,,,,_T: Total
